Id,Weekly_Sales
1_3_2013-03-08,7238.59
1_3_2013-03-15,11676.98
1_3_2013-03-22,10655.35
1_3_2013-03-29,10655.35
1_3_2013-04-05,11925.71
1_3_2013-04-12,8647.36
1_3_2013-04-19,9129.23
1_3_2013-04-26,8622.72
1_3_2013-05-03,9129.23
1_3_2013-05-10,10502.4
1_3_2013-05-17,12388.85
1_3_2013-05-24,8614.64
1_3_2013-05-31,9350.9
1_3_2013-06-07,8647.36
1_3_2013-06-14,10655.35
1_3_2013-06-21,8614.64
1_3_2013-06-28,28257.3
1_3_2013-07-05,8345.33
1_3_2013-07-12,18368.51
1_3_2013-07-19,8647.36
1_3_2013-07-26,8647.36
1_4_2012-11-02,39311.93
1_4_2012-11-09,39311.93
1_4_2012-11-16,39305.13
1_4_2012-11-23,38266.47
1_4_2012-11-30,38266.47
1_4_2012-12-07,36826.52
1_4_2012-12-14,38729.31
1_4_2012-12-21,37371.22
1_4_2012-12-28,47785.93
1_4_2013-01-04,36582.36
1_4_2013-01-11,36582.36
1_4_2013-01-18,36582.36
1_4_2013-01-25,33613.91
1_4_2013-02-01,37371.22
1_4_2013-02-08,37371.22
1_4_2013-02-15,39311.93
1_4_2013-02-22,38459.98
1_4_2013-03-01,38934.77
1_4_2013-03-08,38729.31
1_4_2013-03-15,38080.05
1_4_2013-03-22,38266.47
1_4_2013-03-29,38266.47
1_4_2013-04-05,38266.47
1_4_2013-04-12,37656.58
1_4_2013-04-19,41566.55
1_4_2013-04-26,38729.31
1_4_2013-05-03,46564.14
1_4_2013-05-10,34521.815
1_4_2013-05-17,36674.67
1_4_2013-05-24,38270.34
1_4_2013-05-31,46564.14
1_4_2013-06-07,41566.55
1_4_2013-06-14,41124.27
1_4_2013-06-21,44936.96
1_4_2013-06-28,38080.05
1_4_2013-07-05,38270.34
1_4_2013-07-12,44936.96
1_4_2013-07-19,41566.55
1_4_2013-07-26,35549.19
1_5_2012-11-02,28307.43
1_5_2012-11-09,31002.65
1_5_2012-11-16,21376.42
1_5_2012-11-23,43479.7
1_5_2012-11-30,32572.27
1_5_2012-12-07,21376.42
1_5_2012-12-14,21376.42
1_5_2012-12-21,21376.42
1_5_2012-12-28,34981.76
1_5_2013-01-04,46219.96
1_5_2013-01-11,19281.61
1_5_2013-01-18,46219.96
1_5_2013-01-25,19298.42
1_5_2013-02-01,21376.42
1_5_2013-02-08,28307.43
1_5_2013-02-15,31002.65
1_5_2013-02-22,28307.43
1_5_2013-03-01,46219.96
1_5_2013-03-08,27339.37
1_5_2013-03-15,28307.43
1_5_2013-03-22,32572.27
1_5_2013-03-29,32572.27
1_5_2013-04-05,32572.27
1_5_2013-04-12,29345.72
1_5_2013-04-19,17170.39
1_5_2013-04-26,20920.03
1_5_2013-05-03,16645.01
1_5_2013-05-10,30797.88
1_5_2013-05-17,22419.16
1_5_2013-05-24,18089.61
1_5_2013-05-31,16645.01
1_5_2013-06-07,18625.67
1_5_2013-06-14,18953.07
1_5_2013-06-21,19684.48
1_5_2013-06-28,18232.46
1_5_2013-07-05,18953.07
1_5_2013-07-12,19684.48
1_5_2013-07-19,18625.67
1_5_2013-07-26,79340.15
1_6_2012-11-02,3527.62
1_6_2012-11-09,4203.36
1_6_2012-11-16,3981.09
1_6_2012-11-23,2427.46
1_6_2012-11-30,2427.46
1_6_2012-12-07,10022.4
1_6_2012-12-14,3665.25
1_6_2012-12-21,10022.4
1_6_2012-12-28,6714.41
1_6_2013-01-04,6714.41
1_6_2013-01-11,3918.945
1_6_2013-01-18,2460.92
1_6_2013-01-25,2427.46
1_6_2013-02-01,3981.09
1_6_2013-02-08,7338.85
1_6_2013-02-15,6030.81
1_6_2013-02-22,6030.81
1_6_2013-03-01,1649.4
1_6_2013-03-08,6030.81
1_6_2013-03-15,3918.945
1_6_2013-03-22,6030.81
1_6_2013-03-29,2640.98
1_6_2013-04-05,2640.98
1_6_2013-04-12,6030.81
1_6_2013-04-19,3496.69
1_6_2013-04-26,2640.98
1_6_2013-05-03,2988.96
1_6_2013-05-10,3981.09
1_6_2013-05-17,4203.36
1_6_2013-05-24,5131.26
1_6_2013-05-31,18931.11
1_6_2013-06-07,4888.46
1_6_2013-06-14,4888.46
1_6_2013-06-21,2545.65
1_6_2013-06-28,2545.65
1_6_2013-07-05,5131.26
1_6_2013-07-12,2545.65
1_6_2013-07-19,4888.46
1_6_2013-07-26,1649.4
1_7_2012-11-02,11228.15
1_7_2012-11-09,16552.49
1_7_2012-11-16,21953.16
1_7_2012-11-23,71151.34
1_7_2012-11-30,27364.96
1_7_2012-12-07,12377.76
1_7_2012-12-14,69511.06
1_7_2012-12-21,119302.15
1_7_2012-12-28,119302.15
1_7_2013-01-04,69511.06
1_7_2013-01-11,69511.06
1_7_2013-01-18,69511.06
1_7_2013-01-25,69511.06
1_7_2013-02-01,69511.06
1_7_2013-02-08,16556.71
1_7_2013-02-15,11228.15
1_7_2013-02-22,9194.61
1_7_2013-03-01,16849.62
1_7_2013-03-08,27171.41
1_7_2013-03-15,16849.62
1_7_2013-03-22,21619.05
1_7_2013-03-29,27171.41
1_7_2013-04-05,28671.98
1_7_2013-04-12,31568.92
1_7_2013-04-19,30052.56
1_7_2013-04-26,30052.56
1_7_2013-05-03,30052.56
1_7_2013-05-10,15159.94
1_7_2013-05-17,15525.82
1_7_2013-05-24,31568.92
1_7_2013-05-31,30052.56
1_7_2013-06-07,30052.56
1_7_2013-06-14,21619.05
1_7_2013-06-21,22956.83
1_7_2013-06-28,16256.91
1_7_2013-07-05,21619.05
1_7_2013-07-12,30052.56
1_7_2013-07-19,27171.41
1_7_2013-07-26,16528.1
1_8_2012-11-02,36130.01
1_8_2012-11-09,41589.1
1_8_2012-11-16,35356.12
1_8_2012-11-23,33758.45
1_8_2012-11-30,34644.25
1_8_2012-12-07,36797.0
1_8_2012-12-14,36797.0
1_8_2012-12-21,41062.58
1_8_2012-12-28,41062.58
1_8_2013-01-04,34033.89
1_8_2013-01-11,37248.47
1_8_2013-01-18,34033.89
1_8_2013-01-25,34644.25
1_8_2013-02-01,38317.89
1_8_2013-02-08,40069.47
1_8_2013-02-15,40069.47
1_8_2013-02-22,40069.47
1_8_2013-03-01,34033.89
1_8_2013-03-08,35356.12
1_8_2013-03-15,36797.0
1_8_2013-03-22,38317.89
1_8_2013-03-29,34644.25
1_8_2013-04-05,34003.52
1_8_2013-04-12,35356.12
1_8_2013-04-19,41039.74
1_8_2013-04-26,37248.47
1_8_2013-05-03,41039.74
1_8_2013-05-10,35356.12
1_8_2013-05-17,41589.1
1_8_2013-05-24,36294.18
1_8_2013-05-31,41039.74
1_8_2013-06-07,41039.74
1_8_2013-06-14,38317.89
1_8_2013-06-21,42663.75
1_8_2013-06-28,36981.9
1_8_2013-07-05,38317.89
1_8_2013-07-12,40236.23
1_8_2013-07-19,40236.23
1_8_2013-07-26,36930.94
1_9_2012-11-02,19427.31
1_9_2012-11-09,41634.69
1_9_2012-11-16,20985.41
1_9_2012-11-23,45445.25
1_9_2012-11-30,31948.63
1_9_2012-12-07,28932.57
1_9_2012-12-14,13332.75
1_9_2012-12-21,31948.63
1_9_2012-12-28,19427.31
1_9_2013-01-04,15416.12
1_9_2013-01-11,19427.31
1_9_2013-01-18,15416.12
1_9_2013-01-25,15416.12
1_9_2013-02-01,31948.63
1_9_2013-02-08,31948.63
1_9_2013-02-15,23867.82
1_9_2013-02-22,23867.82
1_9_2013-03-01,23867.82
1_9_2013-03-08,13332.75
1_9_2013-03-15,13332.75
1_9_2013-03-22,37670.13
1_9_2013-03-29,31948.63
1_9_2013-04-05,37670.13
1_9_2013-04-12,33136.94
1_9_2013-04-19,45445.25
1_9_2013-04-26,33136.94
1_9_2013-05-03,45445.25
1_9_2013-05-10,26262.95
1_9_2013-05-17,30503.3
1_9_2013-05-24,33136.94
1_9_2013-05-31,33136.94
1_9_2013-06-07,27913.5725
1_9_2013-06-14,32851.76
1_9_2013-06-21,40439.53
1_9_2013-06-28,20400.88
1_9_2013-07-05,40439.53
1_9_2013-07-12,23503.86
1_9_2013-07-19,27913.5725
1_9_2013-07-26,42228.79
1_10_2012-11-02,29709.53
1_10_2012-11-09,32346.54
1_10_2012-11-16,36155.27
1_10_2012-11-23,30877.51
1_10_2012-11-30,32006.18
1_10_2012-12-07,30339.17
1_10_2012-12-14,29709.53
1_10_2012-12-21,23995.69
1_10_2012-12-28,40409.5
1_10_2013-01-04,23650.22
1_10_2013-01-11,25331.83
1_10_2013-01-18,23995.69
1_10_2013-01-25,23650.22
1_10_2013-02-01,40409.5
1_10_2013-02-08,33524.28
1_10_2013-02-15,32794.21
1_10_2013-02-22,32794.21
1_10_2013-03-01,43718.05
1_10_2013-03-08,25331.83
1_10_2013-03-15,29709.53
1_10_2013-03-22,40409.5
1_10_2013-03-29,40409.5
1_10_2013-04-05,37764.38
1_10_2013-04-12,26285.27
1_10_2013-04-19,26285.27
1_10_2013-04-26,26285.27
1_10_2013-05-03,26285.27
1_10_2013-05-10,32851.06
1_10_2013-05-17,39036.14
1_10_2013-05-24,37294.14
1_10_2013-05-31,37294.14
1_10_2013-06-07,27803.78
1_10_2013-06-14,40409.5
1_10_2013-06-21,27822.4
1_10_2013-06-28,30594.53
1_10_2013-07-05,37294.14
1_10_2013-07-12,29187.22
1_10_2013-07-19,27803.78
1_10_2013-07-26,29442.38
1_11_2012-11-02,33443.23
1_11_2012-11-09,33443.23
1_11_2012-11-16,36266.25
1_11_2012-11-23,32406.68
1_11_2012-11-30,23541.72
1_11_2012-12-07,25666.34
1_11_2012-12-14,24030.39
1_11_2012-12-21,23541.72
1_11_2012-12-28,24030.39
1_11_2013-01-04,17860.35
1_11_2013-01-11,23169.16
1_11_2013-01-18,22399.83
1_11_2013-01-25,18259.82
1_11_2013-02-01,36266.25
1_11_2013-02-08,36266.25
1_11_2013-02-15,23346.03
1_11_2013-02-22,23346.03
1_11_2013-03-01,24350.67
1_11_2013-03-08,36266.25
1_11_2013-03-15,22374.18
1_11_2013-03-22,26925.54
1_11_2013-03-29,26925.54
1_11_2013-04-05,26925.54
1_11_2013-04-12,20707.62
1_11_2013-04-19,36266.25
1_11_2013-04-26,26925.54
1_11_2013-05-03,32406.68
1_11_2013-05-10,27802.84
1_11_2013-05-17,27802.84
1_11_2013-05-24,33129.25
1_11_2013-05-31,28315.7
1_11_2013-06-07,36266.25
1_11_2013-06-14,36266.25
1_11_2013-06-21,36266.25
1_11_2013-06-28,24145.93
1_11_2013-07-05,26925.54
1_11_2013-07-12,36266.25
1_11_2013-07-19,36266.25
1_11_2013-07-26,18259.82
1_12_2012-11-02,9296.13
1_12_2012-11-09,11994.48
1_12_2012-11-16,8014.5
1_12_2012-11-23,8311.17
1_12_2012-11-30,7587.6
1_12_2012-12-07,13887.61
1_12_2012-12-14,8111.01
1_12_2012-12-21,8111.01
1_12_2012-12-28,8111.01
1_12_2013-01-04,8014.5
1_12_2013-01-11,8014.5
1_12_2013-01-18,8111.01
1_12_2013-01-25,8111.01
1_12_2013-02-01,8111.01
1_12_2013-02-08,9587.35
1_12_2013-02-15,9262.33
1_12_2013-02-22,9296.13
1_12_2013-03-01,8229.77
1_12_2013-03-08,9587.35
1_12_2013-03-15,9296.13
1_12_2013-03-22,12748.13
1_12_2013-03-29,8229.77
1_12_2013-04-05,11542.81
1_12_2013-04-12,10355.5266667
1_12_2013-04-19,10355.5266667
1_12_2013-04-26,7816.44
1_12_2013-05-03,8658.41
1_12_2013-05-10,9872.05
1_12_2013-05-17,9215.98
1_12_2013-05-24,12748.13
1_12_2013-05-31,12748.13
1_12_2013-06-07,11217.2
1_12_2013-06-14,12748.13
1_12_2013-06-21,11542.81
1_12_2013-06-28,11447.03
1_12_2013-07-05,7816.44
1_12_2013-07-12,11109.25
1_12_2013-07-19,12565.06
1_12_2013-07-26,7816.44
1_13_2012-11-02,39231.62
1_13_2012-11-09,43326.92
1_13_2012-11-16,41411.4
1_13_2012-11-23,38625.48
1_13_2012-11-30,37507.93
1_13_2012-12-07,39231.62
1_13_2012-12-14,37433.66
1_13_2012-12-21,37255.89
1_13_2012-12-28,41411.4
1_13_2013-01-04,32782.17
1_13_2013-01-11,41411.4
1_13_2013-01-18,37433.66
1_13_2013-01-25,37433.66
1_13_2013-02-01,44565.32
1_13_2013-02-08,44708.45
1_13_2013-02-15,43478.58
1_13_2013-02-22,43478.58
1_13_2013-03-01,41411.4
1_13_2013-03-08,37433.66
1_13_2013-03-15,39231.62
1_13_2013-03-22,44270.3
1_13_2013-03-29,41411.4
1_13_2013-04-05,37857.88
1_13_2013-04-12,38625.48
1_13_2013-04-19,38625.48
1_13_2013-04-26,38625.48
1_13_2013-05-03,38625.48
1_13_2013-05-10,38625.48
1_13_2013-05-17,42304.47
1_13_2013-05-24,44270.3
1_13_2013-05-31,39396.59
1_13_2013-06-07,38541.76
1_13_2013-06-14,44270.3
1_13_2013-06-21,44270.3
1_13_2013-06-28,41658.4
1_13_2013-07-05,44270.3
1_13_2013-07-12,40099.49
1_13_2013-07-19,39396.59
1_13_2013-07-26,39396.59
1_14_2012-11-02,15583.82
1_14_2012-11-09,18574.25
1_14_2012-11-16,12695.7
1_14_2012-11-23,46096.24
1_14_2012-11-30,46096.24
1_14_2012-12-07,19019.04
1_14_2012-12-14,46096.24
1_14_2012-12-21,28845.68
1_14_2012-12-28,28845.68
1_14_2013-01-04,46096.24
1_14_2013-01-11,28845.68
1_14_2013-01-18,28845.68
1_14_2013-01-25,46096.24
1_14_2013-02-01,28845.68
1_14_2013-02-08,16528.29
1_14_2013-02-15,18574.25
1_14_2013-02-22,19412.26
1_14_2013-03-01,16528.29
1_14_2013-03-08,16528.29
1_14_2013-03-15,15583.82
1_14_2013-03-22,14381.21
1_14_2013-03-29,15583.82
1_14_2013-04-05,15583.82
1_14_2013-04-12,14904.8
1_14_2013-04-19,14690.27
1_14_2013-04-26,15583.82
1_14_2013-05-03,14690.27
1_14_2013-05-10,12858.85
1_14_2013-05-17,12193.8
1_14_2013-05-24,16958.84
1_14_2013-05-31,16958.84
1_14_2013-06-07,16958.84
1_14_2013-06-14,16958.84
1_14_2013-06-21,16958.84
1_14_2013-06-28,12434.69
1_14_2013-07-05,14186.59
1_14_2013-07-12,16958.84
1_14_2013-07-19,16958.84
1_14_2013-07-26,12035.51
1_16_2012-11-02,9934.63
1_16_2012-11-09,6258.08
1_16_2012-11-16,6258.08
1_16_2012-11-23,8400.69
1_16_2012-11-30,5715.31
1_16_2012-12-07,5913.03
1_16_2012-12-14,6400.8
1_16_2012-12-21,6400.8
1_16_2012-12-28,6400.8
1_16_2013-01-04,4643.82
1_16_2013-01-11,6258.08
1_16_2013-01-18,6400.8
1_16_2013-01-25,6108.82
1_16_2013-02-01,6108.82
1_16_2013-02-08,9873.73
1_16_2013-02-15,12648.11
1_16_2013-02-22,12648.11
1_16_2013-03-01,32633.81
1_16_2013-03-08,13415.51
1_16_2013-03-15,10525.66
1_16_2013-03-22,11320.41
1_16_2013-03-29,13389.35
1_16_2013-04-05,9518.43
1_16_2013-04-12,9934.63
1_16_2013-04-19,9518.43
1_16_2013-04-26,9518.43
1_16_2013-05-03,9518.43
1_16_2013-05-10,19874.3
1_16_2013-05-17,9934.63
1_16_2013-05-24,42922.55
1_16_2013-05-31,37677.82
1_16_2013-06-07,37677.82
1_16_2013-06-14,42679.2
1_16_2013-06-21,42679.2
1_16_2013-06-28,21677.85
1_16_2013-07-05,42922.55
1_16_2013-07-12,42679.2
1_16_2013-07-19,37677.82
1_16_2013-07-26,18393.12
1_17_2012-11-02,10461.07
1_17_2012-11-09,9558.5
1_17_2012-11-16,7237.41
1_17_2012-11-23,12329.5
1_17_2012-11-30,7316.53
1_17_2012-12-07,7386.64
1_17_2012-12-14,7968.85
1_17_2012-12-21,18463.27
1_17_2012-12-28,10619.45
1_17_2013-01-04,9454.17
1_17_2013-01-11,8086.43
1_17_2013-01-18,9454.17
1_17_2013-01-25,7237.41
1_17_2013-02-01,7237.41
1_17_2013-02-08,10461.07
1_17_2013-02-15,11684.73
1_17_2013-02-22,11684.73
1_17_2013-03-01,9309.63
1_17_2013-03-08,11684.73
1_17_2013-03-15,11187.42
1_17_2013-03-22,9040.52
1_17_2013-03-29,11684.73
1_17_2013-04-05,11187.42
1_17_2013-04-12,7197.38
1_17_2013-04-19,7197.38
1_17_2013-04-26,10461.07
1_17_2013-05-03,7197.38
1_17_2013-05-10,7868.25
1_17_2013-05-17,8589.19
1_17_2013-05-24,8589.19
1_17_2013-05-31,7197.38
1_17_2013-06-07,8240.63
1_17_2013-06-14,7809.58
1_17_2013-06-21,9523.9
1_17_2013-06-28,9523.9
1_17_2013-07-05,8435.09
1_17_2013-07-12,7197.38
1_17_2013-07-19,8240.63
1_17_2013-07-26,7640.92
1_18_2012-11-02,14159.67
1_18_2012-11-09,1584.75
1_18_2012-11-16,10170.41
1_18_2012-11-23,30543.19
1_18_2012-11-30,33932.27
1_18_2012-12-07,47731.67
1_18_2012-12-14,47731.67
1_18_2012-12-21,7018.32
1_18_2012-12-28,7018.32
1_18_2013-01-04,33932.27
1_18_2013-01-11,33932.27
1_18_2013-01-18,33932.27
1_18_2013-01-25,33932.27
1_18_2013-02-01,47731.67
1_18_2013-02-08,3558.71
1_18_2013-02-15,26992.11
1_18_2013-02-22,1221.04
1_18_2013-03-01,1630.41
1_18_2013-03-08,14159.67
1_18_2013-03-15,1221.04
1_18_2013-03-22,12687.47
1_18_2013-03-29,12687.47
1_18_2013-04-05,12687.47
1_18_2013-04-12,14159.67
1_18_2013-04-19,14283.73
1_18_2013-04-26,14159.67
1_18_2013-05-03,14283.73
1_18_2013-05-10,1584.75
1_18_2013-05-17,17934.28
1_18_2013-05-24,1.97
1_18_2013-06-07,0.2
1_18_2013-07-05,1.97
1_19_2012-11-02,1174.7
1_19_2012-11-09,761.16
1_19_2012-11-16,607.22
1_19_2012-11-23,1640.81
1_19_2012-11-30,878.8
1_19_2012-12-07,878.8
1_19_2012-12-14,607.22
1_19_2012-12-21,878.8
1_19_2012-12-28,714.21
1_19_2013-01-04,758.08
1_19_2013-01-11,758.08
1_19_2013-01-18,714.21
1_19_2013-01-25,714.21
1_19_2013-02-01,878.8
1_19_2013-02-08,1175.9
1_19_2013-02-15,761.16
1_19_2013-02-22,761.16
1_19_2013-03-01,1848.79
1_19_2013-03-08,1514.62
1_19_2013-03-15,1247.56
1_19_2013-03-22,875.56
1_19_2013-03-29,1247.56
1_19_2013-04-05,1415.68
1_19_2013-04-12,955.74
1_19_2013-04-19,1385.85
1_19_2013-04-26,955.74
1_19_2013-05-03,1640.81
1_19_2013-05-10,1381.01
1_19_2013-05-17,733.78
1_19_2013-05-24,1174.7
1_19_2013-05-31,1036.21
1_19_2013-06-07,955.74
1_19_2013-06-14,875.56
1_19_2013-06-21,875.56
1_19_2013-06-28,1016.28
1_19_2013-07-05,875.56
1_19_2013-07-12,955.74
1_19_2013-07-19,955.74
1_19_2013-07-26,1192.39
1_20_2012-11-02,3737.06
1_20_2012-11-09,4455.36
1_20_2012-11-16,4943.11
1_20_2012-11-23,5524.27
1_20_2012-11-30,3117.17
1_20_2012-12-07,3532.28
1_20_2012-12-14,5296.28
1_20_2012-12-21,3909.02
1_20_2012-12-28,7272.2
1_20_2013-01-04,3640.07
1_20_2013-01-11,3909.02
1_20_2013-01-18,3640.07
1_20_2013-01-25,3200.54
1_20_2013-02-01,3114.01
1_20_2013-02-08,3114.01
1_20_2013-02-15,6051.57
1_20_2013-02-22,6051.57
1_20_2013-03-01,7272.2
1_20_2013-03-08,4246.85
1_20_2013-03-15,5296.28
1_20_2013-03-22,3114.01
1_20_2013-03-29,7272.2
1_20_2013-04-05,7272.2
1_20_2013-04-12,3937.59
1_20_2013-04-19,3937.59
1_20_2013-04-26,2680.53
1_20_2013-05-03,2680.53
1_20_2013-05-10,3126.49
1_20_2013-05-17,5485.86
1_20_2013-05-24,5425.0
1_20_2013-05-31,3619.16
1_20_2013-06-07,3937.59
1_20_2013-06-14,3114.01
1_20_2013-06-21,3737.06
1_20_2013-06-28,3980.4
1_20_2013-07-05,5425.0
1_20_2013-07-12,4831.71
1_20_2013-07-19,3937.59
1_20_2013-07-26,3364.8
1_21_2012-11-02,7790.01
1_21_2012-11-09,7790.01
1_21_2012-11-16,7329.41
1_21_2012-11-23,10158.02
1_21_2012-11-30,7854.17
1_21_2012-12-07,8168.45
1_21_2012-12-14,7124.99
1_21_2012-12-21,13551.98
1_21_2012-12-28,13551.98
1_21_2013-01-04,7090.86
1_21_2013-01-11,7090.86
1_21_2013-01-18,7090.86
1_21_2013-01-25,7062.96
1_21_2013-02-01,10158.02
1_21_2013-02-08,8168.45
1_21_2013-02-15,9065.08
1_21_2013-02-22,9065.08
1_21_2013-03-01,7090.86
1_21_2013-03-08,10855.44
1_21_2013-03-15,7223.96
1_21_2013-03-22,10158.02
1_21_2013-03-29,10855.44
1_21_2013-04-05,7329.41
1_21_2013-04-12,7020.8
1_21_2013-04-19,10083.36
1_21_2013-04-26,10158.02
1_21_2013-05-03,10083.36
1_21_2013-05-10,7124.99
1_21_2013-05-17,8194.63
1_21_2013-05-24,6872.63
1_21_2013-05-31,6321.9
1_21_2013-06-07,7854.17
1_21_2013-06-14,7373.09
1_21_2013-06-21,7206.04
1_21_2013-06-28,6752.85
1_21_2013-07-05,7373.09
1_21_2013-07-12,6393.77
1_21_2013-07-19,6321.9
1_21_2013-07-26,6321.9
1_22_2012-11-02,8966.16
1_22_2012-11-09,6596.53
1_22_2012-11-16,5593.64
1_22_2012-11-23,20555.07
1_22_2012-11-30,7882.59
1_22_2012-12-07,6596.53
1_22_2012-12-14,8429.49
1_22_2012-12-21,6176.87
1_22_2012-12-28,10671.89
1_22_2013-01-04,16590.12
1_22_2013-01-11,8429.49
1_22_2013-01-18,10035.25
1_22_2013-01-25,5593.64
1_22_2013-02-01,5593.64
1_22_2013-02-08,9723.63
1_22_2013-02-15,9723.63
1_22_2013-02-22,9723.63
1_22_2013-03-01,10671.89
1_22_2013-03-08,8966.16
1_22_2013-03-15,8966.16
1_22_2013-03-22,11076.38
1_22_2013-03-29,9723.63
1_22_2013-04-05,11076.38
1_22_2013-04-12,8966.16
1_22_2013-04-19,5764.52
1_22_2013-04-26,8966.16
1_22_2013-05-03,8236.88
1_22_2013-05-10,8966.16
1_22_2013-05-17,5881.8
1_22_2013-05-24,7804.815
1_22_2013-05-31,8236.39
1_22_2013-06-07,6822.8825
1_22_2013-06-14,7804.815
1_22_2013-06-21,7804.815
1_22_2013-06-28,7198.835
1_22_2013-07-05,7804.815
1_22_2013-07-12,5764.52
1_22_2013-07-19,6822.8825
1_22_2013-07-26,8236.88
1_23_2012-11-02,18326.49
1_23_2012-11-09,18321.545
1_23_2012-11-16,15395.96
1_23_2012-11-23,31848.99
1_23_2012-11-30,32907.32
1_23_2012-12-07,22965.73
1_23_2012-12-14,32907.32
1_23_2012-12-21,51911.82
1_23_2012-12-28,23757.52
1_23_2013-01-04,32907.32
1_23_2013-01-11,23757.52
1_23_2013-01-18,31848.99
1_23_2013-01-25,31848.99
1_23_2013-02-01,22965.73
1_23_2013-02-08,18321.545
1_23_2013-02-15,18321.545
1_23_2013-02-22,18321.545
1_23_2013-03-01,15395.96
1_23_2013-03-08,15395.96
1_23_2013-03-15,17406.85
1_23_2013-03-22,17406.85
1_23_2013-03-29,15395.96
1_23_2013-04-05,21024.28
1_23_2013-04-12,21024.28
1_23_2013-04-19,23356.66
1_23_2013-04-26,19124.1
1_23_2013-05-03,23356.66
1_23_2013-05-10,20374.68
1_23_2013-05-17,18321.545
1_23_2013-05-24,21536.76
1_23_2013-05-31,23036.0
1_23_2013-06-07,20773.37
1_23_2013-06-14,18326.49
1_23_2013-06-21,19478.62
1_23_2013-06-28,21808.81
1_23_2013-07-05,18326.49
1_23_2013-07-12,18326.49
1_23_2013-07-19,20773.37
1_23_2013-07-26,14731.92
1_24_2012-11-02,7473.32
1_24_2012-11-09,7322.07
1_24_2012-11-16,3119.12
1_24_2012-11-23,12694.74
1_24_2012-11-30,11274.48
1_24_2012-12-07,12967.94
1_24_2012-12-14,6760.41
1_24_2012-12-21,11274.48
1_24_2012-12-28,11274.48
1_24_2013-01-04,11274.48
1_24_2013-01-11,4539.89
1_24_2013-01-18,11274.48
1_24_2013-01-25,11274.48
1_24_2013-02-01,7473.32
1_24_2013-02-08,5455.8
1_24_2013-02-15,5455.8
1_24_2013-02-22,5455.8
1_24_2013-03-01,5554.83
1_24_2013-03-08,4979.52
1_24_2013-03-15,4886.44666667
1_24_2013-03-22,7322.07
1_24_2013-03-29,5554.83
1_24_2013-04-05,5554.83
