Id,Weekly_Sales
1_4_2012-11-16,38479.0618556
1_4_2012-11-23,85883.1932064
1_4_2012-11-30,41054.6471638
1_4_2012-12-07,37836.4559392
1_4_2012-12-14,35522.7162511
1_4_2012-12-21,48253.2557468
1_4_2012-12-28,41033.7750466
1_4_2013-01-04,37835.6567575
1_4_2013-01-11,33648.0144182
1_4_2013-01-18,35186.6648545
1_4_2013-01-25,35307.2926527
1_4_2013-02-01,34154.0241055
1_4_2013-02-08,45670.8033385
1_4_2013-02-15,56361.3006632
1_4_2013-02-22,39312.3528148
1_4_2013-03-01,37985.1638421
1_4_2013-03-08,36634.4727493
1_4_2013-03-15,35359.6858581
1_4_2013-03-22,38968.6789857
1_4_2013-03-29,39075.8699696
1_4_2013-04-05,39085.5569616
1_4_2013-04-12,36487.9624766
1_4_2013-04-19,36958.8372564
1_4_2013-04-26,35509.7780722
1_4_2013-05-03,36629.8802178
1_4_2013-05-10,37421.1808075
1_4_2013-05-17,40602.6688753
1_4_2013-05-24,41572.912357
1_4_2013-05-31,37801.5268667
1_4_2013-06-07,37383.1606614
1_4_2013-06-14,40099.0818715
1_4_2013-06-21,38964.0150557
1_4_2013-06-28,37356.9514981
1_4_2013-07-05,40505.5258481
1_4_2013-07-12,38176.8484399
1_4_2013-07-19,37435.7475711
1_4_2013-07-26,36097.3202818
1_5_2012-11-02,24407.2510117
1_5_2012-11-09,26826.5023988
1_5_2012-11-16,33009.814864
1_5_2012-11-23,147706.561964
1_5_2012-11-30,26338.1446373
1_5_2012-12-07,28031.0049491
1_5_2012-12-14,28586.389502
1_5_2012-12-21,54710.7428519
1_5_2012-12-28,42269.5071063
1_5_2013-01-04,18298.6587687
1_5_2013-01-11,16950.9372002
1_5_2013-01-18,30279.9831298
1_5_2013-01-25,27194.3243616
1_5_2013-02-01,22080.1468576
1_5_2013-02-08,43262.2792835
1_5_2013-02-15,64868.5216217
1_5_2013-02-22,33483.020778
1_5_2013-03-01,32950.7220096
1_5_2013-03-08,31325.02165
1_5_2013-03-15,24622.2485674
1_5_2013-03-22,25001.3999183
1_5_2013-03-29,31384.9661805
1_5_2013-04-05,26825.634478
1_5_2013-04-12,24386.3191315
1_5_2013-04-19,22962.6256075
1_5_2013-04-26,22629.3452075
1_5_2013-05-03,22484.8226338
1_5_2013-05-10,28582.0956534
1_5_2013-05-17,27112.8931671
1_5_2013-05-24,25034.1956363
1_5_2013-05-31,18869.8523802
1_5_2013-06-07,20152.8905318
1_5_2013-06-14,19977.9321535
1_5_2013-06-21,18989.2836606
1_5_2013-06-28,16179.1477316
1_5_2013-07-05,19780.9974326
1_5_2013-07-12,15728.5436244
1_5_2013-07-19,18856.7895982
1_5_2013-07-26,13986.6550594
1_6_2012-11-02,3964.20385877
1_6_2012-11-09,4291.67610653
1_6_2012-11-16,3703.99632157
1_6_2012-11-23,61130.1245939
1_6_2012-11-30,8359.50353457
1_6_2012-12-07,4499.29263815
1_6_2012-12-14,4427.00677158
1_6_2012-12-21,17149.5453566
1_6_2012-12-28,8069.95257115
1_6_2013-01-04,2609.77884662
1_6_2013-01-11,2096.82511749
1_6_2013-01-18,4676.07908213
1_6_2013-01-25,4127.11212098
1_6_2013-02-01,2463.49785714
1_6_2013-02-08,9310.07039175
1_6_2013-02-15,8315.85228339
1_6_2013-02-22,6256.90309732
1_6_2013-03-01,5764.87713606
1_6_2013-03-08,5468.73377275
1_6_2013-03-15,4203.66113222
1_6_2013-03-22,5226.80866218
1_6_2013-03-29,5915.57052978
1_6_2013-04-05,5173.3592052
1_6_2013-04-12,4070.55145294
1_6_2013-04-19,3842.4136493
1_6_2013-04-26,3686.19582671
1_6_2013-05-03,3720.73217154
1_6_2013-05-10,4512.5077903
1_6_2013-05-17,4532.14864187
1_6_2013-05-24,6767.76854921
1_6_2013-05-31,3691.74063063
1_6_2013-06-07,3247.64023579
1_6_2013-06-14,4062.55070134
1_6_2013-06-21,3658.49892616
1_6_2013-06-28,2541.95706618
1_6_2013-07-05,6199.91003658
1_6_2013-07-12,2712.98894663
1_6_2013-07-19,3262.56140771
1_6_2013-07-26,2240.96777531
1_7_2012-11-02,18974.5109348
1_7_2012-11-09,24685.5193866
1_7_2012-11-16,27196.8860904
1_7_2012-11-23,252746.61102
1_7_2012-11-30,37160.4009791
1_7_2012-12-07,29273.7558333
1_7_2012-12-14,25654.2447381
1_7_2012-12-21,109606.236251
1_7_2012-12-28,52874.874447
1_7_2013-01-04,2196.5726041
1_7_2013-01-11,4602.61519883
1_7_2013-01-18,26188.3845238
1_7_2013-01-25,26075.3365982
1_7_2013-02-01,15160.6936298
1_7_2013-02-08,29580.0590376
1_7_2013-02-15,46930.4326048
1_7_2013-02-22,23689.5036127
1_7_2013-03-01,30704.7503958
1_7_2013-03-08,29259.8179023
1_7_2013-03-15,19036.256136
1_7_2013-03-22,22549.7208254
1_7_2013-03-29,30520.4646023
1_7_2013-04-05,25909.2913632
1_7_2013-04-12,23477.0134339
1_7_2013-04-19,24230.6166508
1_7_2013-04-26,20047.9034844
1_7_2013-05-03,24089.976452
1_7_2013-05-10,29975.3068734
1_7_2013-05-17,28638.7895279
1_7_2013-05-24,35651.9717261
1_7_2013-05-31,23677.7721784
1_7_2013-06-07,22516.072739
1_7_2013-06-14,22042.037501
1_7_2013-06-21,21458.1320986
1_7_2013-06-28,17091.0946611
1_7_2013-07-05,25664.3613193
1_7_2013-07-12,18463.2620813
1_7_2013-07-19,21186.5988355
1_7_2013-07-26,14739.8414951
1_8_2012-11-02,36730.1083794
1_8_2012-11-09,37635.606604
1_8_2012-11-16,33236.9073082
1_8_2012-11-23,53901.4493876
1_8_2012-11-30,37598.8566526
1_8_2012-12-07,37321.6187301
1_8_2012-12-14,35578.7980218
1_8_2012-12-21,41750.9682097
1_8_2012-12-28,32756.6754429
1_8_2013-01-04,35468.7531956
1_8_2013-01-11,36296.7148774
1_8_2013-01-18,35266.462766
1_8_2013-01-25,35318.5049047
1_8_2013-02-01,35979.6788337
1_8_2013-02-08,41587.3451306
1_8_2013-02-15,45435.1367559
1_8_2013-02-22,39258.3135553
1_8_2013-03-01,37077.3780024
1_8_2013-03-08,36596.0580991
1_8_2013-03-15,36588.4962334
1_8_2013-03-22,38777.4102644
1_8_2013-03-29,37870.8976752
1_8_2013-04-05,38375.7069059
1_8_2013-04-12,36703.0715743
1_8_2013-04-19,36726.7995208
1_8_2013-04-26,36200.1202573
1_8_2013-05-03,36412.6041004
1_8_2013-05-10,36939.7229377
1_8_2013-05-17,38693.5528713
1_8_2013-05-24,39628.3980518
1_8_2013-05-31,37471.2803899
1_8_2013-06-07,37332.465188
1_8_2013-06-14,39098.1331681
1_8_2013-06-21,38553.2766237
1_8_2013-06-28,37857.2010018
1_8_2013-07-05,40050.7759272
1_8_2013-07-12,37930.7770756
1_8_2013-07-19,37708.5362787
1_8_2013-07-26,37079.1046378
1_9_2012-11-02,25159.9912579
1_9_2012-11-09,25354.9141023
1_9_2012-11-16,29429.7846458
1_9_2012-11-23,96887.2298128
1_9_2012-11-30,26411.5195661
1_9_2012-12-07,23203.1480422
1_9_2012-12-14,22583.2287704
1_9_2012-12-21,41809.3726903
1_9_2012-12-28,34326.7495626
1_9_2013-01-04,17409.6328216
1_9_2013-01-11,15190.026184
1_9_2013-01-18,24579.7936938
1_9_2013-01-25,24587.9272367
1_9_2013-02-01,16594.3037618
1_9_2013-02-08,25705.6006275
1_9_2013-02-15,37349.223084
1_9_2013-02-22,31380.575927
1_9_2013-03-01,37823.2686268
1_9_2013-03-08,35507.0217146
1_9_2013-03-15,30908.5215623
1_9_2013-03-22,31919.9561869
1_9_2013-03-29,34693.7219289
1_9_2013-04-05,31975.8839145
1_9_2013-04-12,30620.4416779
1_9_2013-04-19,29416.101647
1_9_2013-04-26,26691.8667122
1_9_2013-05-03,27961.4945854
1_9_2013-05-10,28830.5629149
1_9_2013-05-17,30820.0940814
1_9_2013-05-24,33743.8222619
1_9_2013-05-31,29438.2668612
1_9_2013-06-07,27862.4498824
1_9_2013-06-14,28165.6003885
1_9_2013-06-21,28723.9862306
1_9_2013-06-28,27296.667322
1_9_2013-07-05,28064.9927931
1_9_2013-07-12,26064.7464825
1_9_2013-07-19,29953.6619685
1_9_2013-07-26,30046.6956011
1_10_2012-11-02,28680.906055
1_10_2012-11-09,31886.2301145
1_10_2012-11-16,29655.573017
1_10_2012-11-23,111340.620739
1_10_2012-11-30,35354.4247464
1_10_2012-12-07,31342.0838705
1_10_2012-12-14,26683.5328215
1_10_2012-12-21,29971.9387029
1_10_2012-12-28,30423.31912
1_10_2013-01-04,24532.6739256
1_10_2013-01-11,24150.7804214
1_10_2013-01-18,26609.4836066
1_10_2013-01-25,26113.0291224
1_10_2013-02-01,21759.4685445
1_10_2013-02-08,47642.0080328
1_10_2013-02-15,69338.3995825
1_10_2013-02-22,37387.8375407
1_10_2013-03-01,33932.7985042
1_10_2013-03-08,31853.9173354
1_10_2013-03-15,29148.2140856
1_10_2013-03-22,34937.5610603
1_10_2013-03-29,35207.4797042
1_10_2013-04-05,34951.6893298
1_10_2013-04-12,29759.7500404
1_10_2013-04-19,29454.8912886
1_10_2013-04-26,27387.2645905
1_10_2013-05-03,28354.3137269
1_10_2013-05-10,31352.69212
1_10_2013-05-17,35750.768696
1_10_2013-05-24,38144.7777587
1_10_2013-05-31,30492.6543043
1_10_2013-06-07,30152.0776845
1_10_2013-06-14,34257.6054462
1_10_2013-06-21,32829.8399073
1_10_2013-06-28,30162.8293336
1_10_2013-07-05,36348.9619968
1_10_2013-07-12,30260.1316202
1_10_2013-07-19,31043.0754571
1_10_2013-07-26,28143.1349527
1_11_2012-11-02,22208.0037787
1_11_2012-11-09,27184.2901161
1_11_2012-11-16,23401.9442573
1_11_2012-11-23,233265.439089
1_11_2012-11-30,49166.2868271
1_11_2012-12-07,31153.5646651
1_11_2012-12-14,23348.0965539
1_11_2012-12-21,28609.3763354
1_11_2012-12-28,27930.6100038
1_11_2013-01-04,17999.0885856
1_11_2013-01-11,18418.2206728
1_11_2013-01-18,21540.6701941
1_11_2013-01-25,22160.7768095
1_11_2013-02-01,14807.0068332
1_11_2013-02-08,35071.2669939
1_11_2013-02-15,53332.6383919
1_11_2013-02-22,26588.6588226
1_11_2013-03-01,23395.4574297
1_11_2013-03-08,23079.8234771
1_11_2013-03-15,19766.4968374
1_11_2013-03-22,28451.2170446
1_11_2013-03-29,28447.3491971
1_11_2013-04-05,29571.4427539
1_11_2013-04-12,22909.6525584
1_11_2013-04-19,24195.2672413
1_11_2013-04-26,21585.1163971
1_11_2013-05-03,23978.2550807
1_11_2013-05-10,27378.1244271
1_11_2013-05-17,29741.0387869
1_11_2013-05-24,42410.4813926
1_11_2013-05-31,28183.4363955
1_11_2013-06-07,26194.844305
1_11_2013-06-14,30605.1197224
1_11_2013-06-21,28991.9350322
1_11_2013-06-28,24763.8845138
1_11_2013-07-05,41078.6262302
1_11_2013-07-12,26865.8877241
1_11_2013-07-19,26362.0839294
1_11_2013-07-26,20881.653801
1_12_2012-11-02,9456.16094885
1_12_2012-11-09,9851.25530698
1_12_2012-11-16,9404.14910412
1_12_2012-11-23,28145.2001025
1_12_2012-11-30,10038.8158143
1_12_2012-12-07,9824.53459613
1_12_2012-12-14,8288.12936847
1_12_2012-12-21,8653.45634459
1_12_2012-12-28,7479.89577548
1_12_2013-01-04,6810.5470256
1_12_2013-01-11,8943.29428637
1_12_2013-01-18,8003.2115005
1_12_2013-01-25,8415.38860908
1_12_2013-02-01,7936.46611104
1_12_2013-02-08,11125.9400723
1_12_2013-02-15,11929.6900938
1_12_2013-02-22,10607.2104676
1_12_2013-03-01,9786.60272563
1_12_2013-03-08,9721.71609498
1_12_2013-03-15,9855.57029126
1_12_2013-03-22,11280.1002735
1_12_2013-03-29,10289.4747365
1_12_2013-04-05,10872.6811632
1_12_2013-04-12,9989.20631171
1_12_2013-04-19,10027.6350345
1_12_2013-04-26,9486.64023378
1_12_2013-05-03,9769.51006277
1_12_2013-05-10,9857.81524956
1_12_2013-05-17,10768.3968515
1_12_2013-05-24,12639.7998037
1_12_2013-05-31,11051.7069847
1_12_2013-06-07,10670.5627868
1_12_2013-06-14,11601.4848232
1_12_2013-06-21,11538.0076264
1_12_2013-06-28,11241.6041534
1_12_2013-07-05,12951.3940957
1_12_2013-07-12,11134.9452388
1_12_2013-07-19,11243.6853685
1_12_2013-07-26,11079.1768434
1_13_2012-11-02,37784.7270671
1_13_2012-11-09,39385.8605544
1_13_2012-11-16,36708.7271713
1_13_2012-11-23,42510.3231647
1_13_2012-11-30,36279.5349307
1_13_2012-12-07,38869.9876247
1_13_2012-12-14,35202.3324154
1_13_2012-12-21,39414.0432716
1_13_2012-12-28,31770.8168691
1_13_2013-01-04,39444.9609472
1_13_2013-01-11,38621.6254627
1_13_2013-01-18,34531.3899074
1_13_2013-01-25,34686.6134859
1_13_2013-02-01,35986.1711761
1_13_2013-02-08,47343.1260029
1_13_2013-02-15,50773.711761
1_13_2013-02-22,41828.3721066
1_13_2013-03-01,37386.8813431
1_13_2013-03-08,36734.0144917
1_13_2013-03-15,37415.3723988
1_13_2013-03-22,40585.2034525
1_13_2013-03-29,38688.6774136
1_13_2013-04-05,40117.302819
1_13_2013-04-12,37433.7453154
1_13_2013-04-19,37312.2489724
1_13_2013-04-26,36633.9609549
1_13_2013-05-03,36666.6961506
1_13_2013-05-10,38036.3471572
1_13_2013-05-17,40976.9210213
1_13_2013-05-24,40223.8800312
1_13_2013-05-31,38438.7051479
1_13_2013-06-07,39001.7228731
1_13_2013-06-14,41384.5373563
1_13_2013-06-21,40778.4057969
1_13_2013-06-28,40409.6656601
1_13_2013-07-05,41318.62082
1_13_2013-07-12,40008.6431337
1_13_2013-07-19,39740.025189
1_13_2013-07-26,38822.4121981
1_14_2012-11-02,16040.3163653
1_14_2012-11-09,17366.9484082
1_14_2012-11-16,20931.7773569
1_14_2012-11-23,126890.078368
1_14_2012-11-30,23298.1222297
1_14_2012-12-07,17909.4826438
1_14_2012-12-14,17569.4423535
1_14_2012-12-21,43188.5917439
1_14_2012-12-28,28605.2200249
1_14_2013-01-04,12131.2130362
1_14_2013-01-11,14151.0514061
1_14_2013-01-18,18052.9026438
1_14_2013-01-25,16069.2062195
1_14_2013-02-01,9946.810135
1_14_2013-02-08,22906.4514745
1_14_2013-02-15,36576.5124935
1_14_2013-02-22,21162.7166097
1_14_2013-03-01,18843.560598
1_14_2013-03-08,17748.8982208
1_14_2013-03-15,15094.8461057
1_14_2013-03-22,17851.1371004
1_14_2013-03-29,20111.3188505
1_14_2013-04-05,18705.05269
1_14_2013-04-12,14830.9726401
1_14_2013-04-19,14382.4906303
1_14_2013-04-26,14584.3202586
1_14_2013-05-03,14217.0347271
1_14_2013-05-10,16603.3673136
1_14_2013-05-17,17316.9739328
1_14_2013-05-24,20350.2989314
1_14_2013-05-31,13558.216075
1_14_2013-06-07,13174.5312925
1_14_2013-06-14,15334.2098019
1_14_2013-06-21,13931.5239299
1_14_2013-06-28,11220.6671714
1_14_2013-07-05,19265.9277525
1_14_2013-07-12,12137.6478081
1_14_2013-07-19,12666.3177679
1_14_2013-07-26,9644.57722874
1_16_2012-11-02,12772.7837851
1_16_2012-11-09,14958.9129377
1_16_2012-11-16,3042.80836564
1_16_2012-11-23,310464.556077
1_16_2012-11-30,44900.5494232
1_16_2012-12-07,9407.54442227
1_16_2012-12-14,842.991520821
1_16_2012-12-21,3007.99207006
1_16_2012-12-28,17697.0966602
1_16_2013-01-04,-3346.59186124
1_16_2013-01-11,-5693.65668531
1_16_2013-01-18,2256.31609302
1_16_2013-01-25,4315.02586667
1_16_2013-02-01,-7487.12365508
1_16_2013-02-08,35898.6307557
1_16_2013-02-15,65492.912369
1_16_2013-02-22,29486.4652324
1_16_2013-03-01,34658.4668273
1_16_2013-03-08,29060.8688149
1_16_2013-03-15,23322.7517017
1_16_2013-03-22,37924.5865387
1_16_2013-03-29,35254.6484012
1_16_2013-04-05,34887.1055747
1_16_2013-04-12,23764.3278676
1_16_2013-04-19,23045.0835884
1_16_2013-04-26,15427.9606344
1_16_2013-05-03,19486.3242252
1_16_2013-05-10,17543.6657012
1_16_2013-05-17,30226.5418065
1_16_2013-05-24,53957.9289317
1_16_2013-05-31,31336.1507909
1_16_2013-06-07,23337.4054655
1_16_2013-06-14,34290.7574078
1_16_2013-06-21,32720.0559165
1_16_2013-06-28,25747.7298606
1_16_2013-07-05,48409.872495
1_16_2013-07-12,26156.5487236
1_16_2013-07-19,30270.7203639
1_16_2013-07-26,30052.5239401
1_17_2012-11-02,8678.74311266
1_17_2012-11-09,9085.69431917
1_17_2012-11-16,10494.2889894
1_17_2012-11-23,26958.0415518
1_17_2012-11-30,8929.28072368
1_17_2012-12-07,9104.18324558
1_17_2012-12-14,8915.11019316
1_17_2012-12-21,17583.2010951
1_17_2012-12-28,11294.6819034
1_17_2013-01-04,7273.63286874
1_17_2013-01-11,7730.90204188
1_17_2013-01-18,9110.2544279
1_17_2013-01-25,8491.9711251
1_17_2013-02-01,5858.7338775
1_17_2013-02-08,12048.6717355
1_17_2013-02-15,15460.7096173
1_17_2013-02-22,11132.7495706
1_17_2013-03-01,9774.73287026
1_17_2013-03-08,9489.66085439
1_17_2013-03-15,8668.12404666
1_17_2013-03-22,9228.97320716
1_17_2013-03-29,9735.90406736
1_17_2013-04-05,9188.14085153
1_17_2013-04-12,8370.29353414
1_17_2013-04-19,8030.66520727
1_17_2013-04-26,8080.11557624
1_17_2013-05-03,7867.52464118
1_17_2013-05-10,8993.4398208
1_17_2013-05-17,9102.02976834
1_17_2013-05-24,8970.18667829
1_17_2013-05-31,7466.3079955
1_17_2013-06-07,7703.64808379
1_17_2013-06-14,8252.52636828
1_17_2013-06-21,7914.4805936
1_17_2013-06-28,7313.32958878
1_17_2013-07-05,8704.84302456
1_17_2013-07-12,7151.46178663
1_17_2013-07-19,7615.79674838
1_17_2013-07-26,6711.05724154
1_18_2012-11-02,6201.72618
1_18_2012-11-09,8570.60072054
1_18_2012-11-16,19760.4016837
1_18_2012-11-23,220549.963264
1_18_2012-11-30,55443.0359551
1_18_2012-12-07,13735.2858655
1_18_2012-12-14,13664.3313321
1_18_2012-12-21,11099.2889005
1_18_2012-12-28,29690.8472292
1_18_2013-01-04,1256.27271165
1_18_2013-01-11,-3481.65047097
1_18_2013-01-18,14721.3549013
1_18_2013-01-25,12917.1720796
1_18_2013-02-01,7047.47044121
1_18_2013-02-08,14016.3462823
1_18_2013-02-15,33151.3349091
1_18_2013-02-22,9495.53361342
1_18_2013-03-01,14331.5102087
1_18_2013-03-08,14606.9800753
1_18_2013-03-15,6225.33102462
1_18_2013-03-22,6814.58643901
1_18_2013-03-29,14268.1256047
1_18_2013-04-05,9635.02780939
1_18_2013-04-12,7941.61703858
1_18_2013-04-19,7616.06951758
1_18_2013-04-26,6601.99225735
1_18_2013-05-03,7945.993044
1_18_2013-05-10,13293.4447736
1_18_2013-05-17,7903.78251581
1_18_2013-05-24,17359.2384837
1_18_2013-06-07,4693.05010759
1_18_2013-07-05,10742.892679
1_19_2012-11-02,889.981275351
1_19_2012-11-09,1066.12999699
1_19_2012-11-16,802.646010285
1_19_2012-11-23,-243.406261426
1_19_2012-11-30,697.707363026
1_19_2012-12-07,1218.58173252
1_19_2012-12-14,1001.47635455
1_19_2012-12-21,1780.42914024
1_19_2012-12-28,1178.00083834
1_19_2013-01-04,326.887259738
1_19_2013-01-11,518.954768887
1_19_2013-01-18,1004.024047
1_19_2013-01-25,1098.62409634
1_19_2013-02-01,1323.30877684
1_19_2013-02-08,908.593518259
1_19_2013-02-15,1048.67766327
1_19_2013-02-22,846.210544809
1_19_2013-03-01,1215.00991749
1_19_2013-03-08,1216.28837563
1_19_2013-03-15,971.608740081
1_19_2013-03-22,881.415758503
1_19_2013-03-29,1095.00214879
1_19_2013-04-05,1015.5905229
1_19_2013-04-12,1136.39752856
1_19_2013-04-19,1151.08027042
1_19_2013-04-26,982.913167296
1_19_2013-05-03,1127.22153707
1_19_2013-05-10,1339.74739887
1_19_2013-05-17,1234.72571513
1_19_2013-05-24,1032.2786183
1_19_2013-05-31,1126.64097242
1_19_2013-06-07,1208.39357491
1_19_2013-06-14,973.391777356
1_19_2013-06-21,1073.72920198
1_19_2013-06-28,1136.61930423
1_19_2013-07-05,664.382017619
1_19_2013-07-12,1056.29162859
1_19_2013-07-19,1202.35538942
1_19_2013-07-26,1104.10686585
1_20_2012-11-02,3963.42045427
1_20_2012-11-09,4311.38881645
1_20_2012-11-16,2945.65771279
1_20_2012-11-23,16245.9600769
1_20_2012-11-30,4053.93711038
1_20_2012-12-07,4047.13092522
1_20_2012-12-14,3680.89431873
1_20_2012-12-21,5548.54239073
1_20_2012-12-28,4731.61359376
1_20_2013-01-04,2667.58091653
1_20_2013-01-11,3431.31047409
1_20_2013-01-18,3709.64466631
1_20_2013-01-25,3582.83995476
1_20_2013-02-01,2528.10309034
1_20_2013-02-08,7582.72841049
1_20_2013-02-15,10077.2409122
1_20_2013-02-22,5097.10941033
1_20_2013-03-01,4651.52355417
1_20_2013-03-08,4270.29821724
1_20_2013-03-15,3977.01402069
1_20_2013-03-22,4817.99641208
1_20_2013-03-29,4847.36071404
1_20_2013-04-05,4781.41002716
1_20_2013-04-12,4015.95211435
1_20_2013-04-19,4003.0048286
1_20_2013-04-26,3773.62924932
1_20_2013-05-03,3878.80716594
1_20_2013-05-10,4053.19608703
1_20_2013-05-17,4836.22835759
1_20_2013-05-24,5168.88161902
1_20_2013-05-31,4119.59947962
1_20_2013-06-07,3980.39110808
1_20_2013-06-14,4714.00251016
1_20_2013-06-21,4419.71982271
1_20_2013-06-28,3978.13363001
1_20_2013-07-05,5003.35157287
1_20_2013-07-12,4118.49263235
1_20_2013-07-19,4070.42410168
1_20_2013-07-26,3789.48815022
1_21_2012-11-02,8044.8517037
1_21_2012-11-09,8101.1307125
1_21_2012-11-16,8659.05276727
1_21_2012-11-23,20987.6596098
1_21_2012-11-30,7925.27962206
1_21_2012-12-07,7843.41552608
1_21_2012-12-14,8321.54398181
1_21_2012-12-21,12702.2835243
1_21_2012-12-28,8175.62865783
1_21_2013-01-04,6827.7366408
1_21_2013-01-11,7182.60661253
1_21_2013-01-18,8652.59802574
1_21_2013-01-25,8023.24978675
1_21_2013-02-01,6715.5422332
1_21_2013-02-08,9639.69302226
1_21_2013-02-15,11959.052047
1_21_2013-02-22,9844.68660809
1_21_2013-03-01,9228.54274227
1_21_2013-03-08,8872.97871643
1_21_2013-03-15,8166.7304337
1_21_2013-03-22,8387.17347053
1_21_2013-03-29,9016.57154967
1_21_2013-04-05,8358.51457609
1_21_2013-04-12,7796.36347371
1_21_2013-04-19,7494.51107403
1_21_2013-04-26,7638.36539173
1_21_2013-05-03,7397.32337926
1_21_2013-05-10,7972.2390761
1_21_2013-05-17,8073.85760005
1_21_2013-05-24,7948.91099242
1_21_2013-05-31,6864.79189851
1_21_2013-06-07,6911.64910795
1_21_2013-06-14,7342.7030786
1_21_2013-06-21,7026.06217019
1_21_2013-06-28,6479.28660855
1_21_2013-07-05,7635.32504602
1_21_2013-07-12,6460.34463126
1_21_2013-07-19,6804.97694094
1_21_2013-07-26,6298.78497973
1_22_2012-11-02,7988.12746706
1_22_2012-11-09,8099.33563472
1_22_2012-11-16,8157.37488535
1_22_2012-11-23,26580.3404643
1_22_2012-11-30,6785.68805205
1_22_2012-12-07,7765.1961265
1_22_2012-12-14,8186.48096099
