Id,Weekly_Sales
1_3_2013-02-01,11387.31
1_3_2013-02-08,12485.78
1_3_2013-02-15,12485.78
1_3_2013-02-22,12388.85
1_3_2013-03-01,10342.72
1_3_2013-03-08,13180.05
1_3_2013-03-15,11702.08
1_3_2013-03-22,28257.3
1_3_2013-03-29,11925.71
1_3_2013-04-05,10502.4
1_3_2013-04-12,11702.08
1_3_2013-04-19,13667.88
1_3_2013-04-26,10613.17
1_3_2013-05-03,10613.17
1_3_2013-05-10,10104.36
1_3_2013-05-17,14288.22
1_3_2013-05-24,13126.15
1_3_2013-05-31,10613.17
1_3_2013-06-07,13085.95
1_3_2013-06-14,28257.3
1_3_2013-06-21,11676.98
1_3_2013-06-28,18368.51
1_3_2013-07-05,11676.98
1_3_2013-07-12,13126.15
1_3_2013-07-19,13085.95
1_3_2013-07-26,10613.17
1_4_2012-11-02,35840.06
1_4_2012-11-09,36826.52
1_4_2012-11-16,37400.31
1_4_2012-11-23,39758.77
1_4_2012-11-30,35446.18
1_4_2012-12-07,34536.29
1_4_2012-12-14,33780.2
1_4_2012-12-21,35840.06
1_4_2012-12-28,36550.46
1_4_2013-01-04,36550.46
1_4_2013-01-11,36550.46
1_4_2013-01-18,33780.2
1_4_2013-01-25,33613.91
1_4_2013-02-01,35197.59
1_4_2013-02-08,37802.97
1_4_2013-02-15,37802.97
1_4_2013-02-22,37802.97
1_4_2013-03-01,35840.06
1_4_2013-03-08,36586.52
1_4_2013-03-15,33780.2
1_4_2013-03-22,40343.83
1_4_2013-03-29,37718.51
1_4_2013-04-05,34953.85
1_4_2013-04-12,33780.2
1_4_2013-04-19,36292.6
1_4_2013-04-26,33613.91
1_4_2013-05-03,33613.91
1_4_2013-05-10,34507.34
1_4_2013-05-17,35044.06
1_4_2013-05-24,37718.51
1_4_2013-05-31,33613.91
1_4_2013-06-07,34647.33
1_4_2013-06-14,40343.83
1_4_2013-06-21,38073.91
1_4_2013-06-28,38080.05
1_4_2013-07-05,35197.59
1_4_2013-07-12,38073.91
1_4_2013-07-19,34647.33
1_4_2013-07-26,33613.91
1_5_2012-11-02,17277.63
1_5_2012-11-09,19684.48
1_5_2012-11-16,24337.24
1_5_2012-11-23,20233.9
1_5_2012-11-30,16645.01
1_5_2012-12-07,17955.73
1_5_2012-12-14,18625.67
1_5_2012-12-21,17277.63
1_5_2012-12-28,23105.81
1_5_2013-01-04,19281.61
1_5_2013-01-11,19281.61
1_5_2013-01-18,18625.67
1_5_2013-01-25,20413.83
1_5_2013-02-01,14105.4
1_5_2013-02-08,17615.28
1_5_2013-02-15,17615.28
1_5_2013-02-22,17615.28
1_5_2013-03-01,17277.63
1_5_2013-03-08,17233.25
1_5_2013-03-15,18458.33
1_5_2013-03-22,18232.46
1_5_2013-03-29,22392.09
1_5_2013-04-05,28386.81
1_5_2013-04-12,17896.46
1_5_2013-04-19,17896.46
1_5_2013-04-26,19298.42
1_5_2013-05-03,21376.42
1_5_2013-05-10,22446.23
1_5_2013-05-17,18232.46
1_5_2013-05-24,18089.61
1_5_2013-05-31,21376.42
1_5_2013-06-07,16645.01
1_5_2013-06-14,18232.46
1_5_2013-06-21,18089.61
1_5_2013-06-28,15440.65
1_5_2013-07-05,14105.4
1_5_2013-07-12,18089.61
1_5_2013-07-19,16645.01
1_5_2013-07-26,20413.83
1_6_2012-11-02,3574.83
1_6_2012-11-09,2828.03
1_6_2012-11-16,4183.3
1_6_2012-11-23,18629.83
1_6_2012-11-30,2988.96
1_6_2012-12-07,2626.5
1_6_2012-12-14,2427.46
1_6_2012-12-21,3574.83
1_6_2012-12-28,3665.25
1_6_2013-01-04,2460.92
1_6_2013-01-11,2460.92
1_6_2013-01-18,2427.46
1_6_2013-01-25,1649.4
1_6_2013-02-01,-139.65
1_6_2013-02-08,2987.07
1_6_2013-02-15,2987.07
1_6_2013-02-22,2987.07
1_6_2013-03-01,3574.83
1_6_2013-03-08,10022.4
1_6_2013-03-15,2427.46
1_6_2013-03-22,-139.65
1_6_2013-03-29,4183.3
1_6_2013-04-05,3527.62
1_6_2013-04-12,18931.11
1_6_2013-04-19,18931.11
1_6_2013-04-26,1649.4
1_6_2013-05-03,1649.4
1_6_2013-05-10,2626.5
1_6_2013-05-17,-139.65
1_6_2013-05-24,2776.97
1_6_2013-05-31,1649.4
1_6_2013-06-07,2988.96
1_6_2013-06-14,-139.65
1_6_2013-06-21,2576.64
1_6_2013-06-28,2576.64
1_6_2013-07-05,2545.65
1_6_2013-07-12,2776.97
1_6_2013-07-19,2988.96
1_6_2013-07-26,1649.4
1_7_2012-11-02,21302.3
1_7_2012-11-09,25942.35
1_7_2012-11-16,17500.24
1_7_2012-11-23,119302.15
1_7_2012-11-30,18704.53
1_7_2012-12-07,15159.94
1_7_2012-12-14,10189.61
1_7_2012-12-21,21302.3
1_7_2012-12-28,12377.76
1_7_2013-01-04,12377.76
1_7_2013-01-11,12377.76
1_7_2013-01-18,10189.61
1_7_2013-01-25,11228.15
1_7_2013-02-01,16473.91
1_7_2013-02-08,15802.09
1_7_2013-02-15,15802.09
1_7_2013-02-22,15802.09
1_7_2013-03-01,17500.24
1_7_2013-03-08,15628.59
1_7_2013-03-15,10189.61
1_7_2013-03-22,16552.49
1_7_2013-03-29,17500.24
1_7_2013-04-05,15956.87
1_7_2013-04-12,10189.61
1_7_2013-04-19,119302.15
1_7_2013-04-26,10189.61
1_7_2013-05-03,11228.15
1_7_2013-05-10,15159.94
1_7_2013-05-17,15525.82
1_7_2013-05-24,18427.17
1_7_2013-05-31,11228.15
1_7_2013-06-07,19056.92
1_7_2013-06-14,16552.49
1_7_2013-06-21,16941.42
1_7_2013-06-28,16256.91
1_7_2013-07-05,17171.35
1_7_2013-07-12,18427.17
1_7_2013-07-19,19056.92
1_7_2013-07-26,11228.15
1_8_2012-11-02,37295.29
1_8_2012-11-09,34003.52
1_8_2012-11-16,36553.82
1_8_2012-11-23,33243.85
1_8_2012-11-30,36930.94
1_8_2012-12-07,33855.28
1_8_2012-12-14,35356.12
1_8_2012-12-21,37295.29
1_8_2012-12-28,32419.78
1_8_2013-01-04,34033.89
1_8_2013-01-11,34033.89
1_8_2013-01-18,35356.12
1_8_2013-01-25,34644.25
1_8_2013-02-01,36981.9
1_8_2013-02-08,37666.92
1_8_2013-02-15,37666.92
1_8_2013-02-22,37666.92
1_8_2013-03-01,36553.82
1_8_2013-03-08,33758.45
1_8_2013-03-15,35356.12
1_8_2013-03-22,37269.92
1_8_2013-03-29,36553.82
1_8_2013-04-05,34003.52
1_8_2013-04-12,35356.12
1_8_2013-04-19,37797.31
1_8_2013-04-26,34644.25
1_8_2013-05-03,34644.25
1_8_2013-05-10,33169.55
1_8_2013-05-17,37269.92
1_8_2013-05-24,36130.01
1_8_2013-05-31,34644.25
1_8_2013-06-07,36930.94
1_8_2013-06-14,37269.92
1_8_2013-06-21,36130.01
1_8_2013-06-28,36294.18
1_8_2013-07-05,36130.01
1_8_2013-07-12,36130.01
1_8_2013-07-19,36930.94
1_8_2013-07-26,34644.25
1_9_2012-11-02,28043.48
1_9_2012-11-09,32851.76
1_9_2012-11-16,28249.43
1_9_2012-11-23,25081.23
1_9_2012-11-30,28111.87
1_9_2012-12-07,26160.37
1_9_2012-12-14,13332.75
1_9_2012-12-21,28043.48
1_9_2012-12-28,20705.21
1_9_2013-01-04,15416.12
1_9_2013-01-11,15416.12
1_9_2013-01-18,13332.75
1_9_2013-01-25,14728.57
1_9_2013-02-01,20400.88
1_9_2013-02-08,19427.31
1_9_2013-02-15,19427.31
1_9_2013-02-22,20985.41
1_9_2013-03-01,28043.48
1_9_2013-03-08,31948.63
1_9_2013-03-15,13332.75
1_9_2013-03-22,20400.88
1_9_2013-03-29,28291.68
1_9_2013-04-05,25957.89
1_9_2013-04-12,13332.75
1_9_2013-04-19,22594.18
1_9_2013-04-26,13332.75
1_9_2013-05-03,14728.57
1_9_2013-05-10,26262.95
1_9_2013-05-17,20400.88
1_9_2013-05-24,21464.73
1_9_2013-05-31,14728.57
1_9_2013-06-07,25081.23
1_9_2013-06-14,20400.88
1_9_2013-06-21,21464.73
1_9_2013-06-28,22594.18
1_9_2013-07-05,21464.73
1_9_2013-07-12,21464.73
1_9_2013-07-19,25081.23
1_9_2013-07-26,14728.57
1_10_2012-11-02,27822.4
1_10_2012-11-09,32346.54
1_10_2012-11-16,32851.06
1_10_2012-11-23,30434.19
1_10_2012-11-30,27803.78
1_10_2012-12-07,27884.19
1_10_2012-12-14,25331.83
1_10_2012-12-21,27822.4
1_10_2012-12-28,26147.46
1_10_2013-01-04,23995.69
1_10_2013-01-11,23995.69
1_10_2013-01-18,25331.83
1_10_2013-01-25,23650.22
1_10_2013-02-01,30594.53
1_10_2013-02-08,28490.93
1_10_2013-02-15,28490.93
1_10_2013-02-22,28490.93
1_10_2013-03-01,32271.72
1_10_2013-03-08,30816.81
1_10_2013-03-15,25331.83
1_10_2013-03-22,33834.22
1_10_2013-03-29,34858.03
1_10_2013-04-05,32346.54
1_10_2013-04-12,25331.83
1_10_2013-04-19,26285.27
1_10_2013-04-26,23650.22
1_10_2013-05-03,23650.22
1_10_2013-05-10,27884.19
1_10_2013-05-17,31705.09
1_10_2013-05-24,31430.55
1_10_2013-05-31,23650.22
1_10_2013-06-07,27205.4
1_10_2013-06-14,33834.22
1_10_2013-06-21,27822.4
1_10_2013-06-28,29187.22
1_10_2013-07-05,27822.4
1_10_2013-07-12,31430.55
1_10_2013-07-19,27205.4
1_10_2013-07-26,23650.22
1_11_2012-11-02,21874.45
1_11_2012-11-09,23541.72
1_11_2012-11-16,23169.16
1_11_2012-11-23,28315.7
1_11_2012-11-30,20710.01
1_11_2012-12-07,20462.68
1_11_2012-12-14,18259.82
1_11_2012-12-21,21874.45
1_11_2012-12-28,24030.39
1_11_2013-01-04,24493.4
1_11_2013-01-11,24493.4
1_11_2013-01-18,18259.82
1_11_2013-01-25,17860.35
1_11_2013-02-01,23286.46
1_11_2013-02-08,21103.42
1_11_2013-02-15,21103.42
1_11_2013-02-22,21103.42
1_11_2013-03-01,23169.16
1_11_2013-03-08,24350.67
1_11_2013-03-15,20707.62
1_11_2013-03-22,24145.93
1_11_2013-03-29,23169.16
1_11_2013-04-05,21750.64
1_11_2013-04-12,20707.62
1_11_2013-04-19,22399.83
1_11_2013-04-26,17860.35
1_11_2013-05-03,17860.35
1_11_2013-05-10,18161.43
1_11_2013-05-17,17027.47
1_11_2013-05-24,25231.25
1_11_2013-05-31,17860.35
1_11_2013-06-07,17242.78
1_11_2013-06-14,24145.93
1_11_2013-06-21,22374.18
1_11_2013-06-28,20281.68
1_11_2013-07-05,22374.18
1_11_2013-07-12,24841.76
1_11_2013-07-19,17242.78
1_11_2013-07-26,17860.35
1_12_2012-11-02,10037.09
1_12_2012-11-09,10216.64
1_12_2012-11-16,10742.68
1_12_2012-11-23,11816.35
1_12_2012-11-30,11730.26
1_12_2012-12-07,10199.01
1_12_2012-12-14,10830.48
1_12_2012-12-21,10037.09
1_12_2012-12-28,7634.97
1_12_2013-01-04,7634.97
1_12_2013-01-11,7634.97
1_12_2013-01-18,10830.48
1_12_2013-01-25,10830.48
1_12_2013-02-01,10605.66
1_12_2013-02-08,10591.46
1_12_2013-02-15,10591.46
1_12_2013-02-22,10591.46
1_12_2013-03-01,11420.63
1_12_2013-03-08,11448.84
1_12_2013-03-15,10565.39
1_12_2013-03-22,10605.66
1_12_2013-03-29,10747.37
1_12_2013-04-05,10216.64
1_12_2013-04-12,12565.06
1_12_2013-04-19,12565.06
1_12_2013-04-26,10830.48
1_12_2013-05-03,8229.77
1_12_2013-05-10,10723.59
1_12_2013-05-17,10484.08
1_12_2013-05-24,11177.52
1_12_2013-05-31,8229.77
1_12_2013-06-07,11013.77
1_12_2013-06-14,10605.66
1_12_2013-06-21,10037.09
1_12_2013-06-28,11447.03
1_12_2013-07-05,10037.09
1_12_2013-07-12,11177.52
1_12_2013-07-19,11013.77
1_12_2013-07-26,10830.48
1_13_2012-11-02,38895.18
1_13_2012-11-09,37255.89
1_13_2012-11-16,38945.0
1_13_2012-11-23,36950.91
1_13_2012-11-30,38015.36
1_13_2012-12-07,37857.88
1_13_2012-12-14,37433.66
1_13_2012-12-21,38895.18
1_13_2012-12-28,32871.95
1_13_2013-01-04,38000.25
1_13_2013-01-11,38000.25
1_13_2013-01-18,37433.66
1_13_2013-01-25,34312.26
1_13_2013-02-01,37423.21
1_13_2013-02-08,40940.78
1_13_2013-02-15,40940.78
1_13_2013-02-22,40940.78
1_13_2013-03-01,38696.88
1_13_2013-03-08,32782.17
1_13_2013-03-15,37433.66
1_13_2013-03-22,42241.23
1_13_2013-03-29,38696.88
1_13_2013-04-05,37255.89
1_13_2013-04-12,36950.91
1_13_2013-04-19,36950.91
1_13_2013-04-26,34312.26
1_13_2013-05-03,34312.26
1_13_2013-05-10,37077.82
1_13_2013-05-17,38759.47
1_13_2013-05-24,38696.88
1_13_2013-05-31,34312.26
1_13_2013-06-07,39499.85
1_13_2013-06-14,42241.23
1_13_2013-06-21,39276.05
1_13_2013-06-28,39396.59
1_13_2013-07-05,37423.21
1_13_2013-07-12,38322.83
1_13_2013-07-19,39499.85
1_13_2013-07-26,34312.26
1_14_2012-11-02,14381.21
1_14_2012-11-09,14903.78
1_14_2012-11-16,12858.85
1_14_2012-11-23,16958.84
1_14_2012-11-30,11450.64
1_14_2012-12-07,11041.63
1_14_2012-12-14,12035.51
1_14_2012-12-21,14381.21
1_14_2012-12-28,14585.64
1_14_2013-01-04,14311.83
1_14_2013-01-11,14311.83
1_14_2013-01-18,12035.51
1_14_2013-01-25,11150.0
1_14_2013-02-01,12434.69
1_14_2013-02-08,12912.96
1_14_2013-02-15,12912.96
1_14_2013-02-22,12912.96
1_14_2013-03-01,14690.27
1_14_2013-03-08,12771.12
1_14_2013-03-15,12695.7
1_14_2013-03-22,12434.69
1_14_2013-03-29,14690.27
1_14_2013-04-05,14903.78
1_14_2013-04-12,12083.33
1_14_2013-04-19,11150.0
1_14_2013-04-26,12035.51
1_14_2013-05-03,11150.0
1_14_2013-05-10,11041.63
1_14_2013-05-17,11596.1
1_14_2013-05-24,14117.36
1_14_2013-05-31,11150.0
1_14_2013-06-07,12037.66
1_14_2013-06-14,12434.69
1_14_2013-06-21,13711.08
1_14_2013-06-28,12083.33
1_14_2013-07-05,12706.52
1_14_2013-07-12,12757.86
1_14_2013-07-19,12037.66
1_14_2013-07-26,11150.0
1_16_2012-11-02,11320.41
1_16_2012-11-09,42679.2
1_16_2012-11-16,32633.81
1_16_2012-11-23,37677.82
1_16_2012-11-30,10525.66
1_16_2012-12-07,18393.12
1_16_2012-12-14,42922.55
1_16_2012-12-21,11320.41
1_16_2012-12-28,12648.11
1_16_2013-01-04,12648.11
1_16_2013-01-11,12648.11
1_16_2013-01-18,42922.55
1_16_2013-01-25,6108.82
1_16_2013-02-01,21677.85
1_16_2013-02-08,16797.62
1_16_2013-02-15,16797.62
1_16_2013-02-22,13389.35
1_16_2013-03-01,32633.81
1_16_2013-03-08,45184.22
1_16_2013-03-15,42922.55
1_16_2013-03-22,21677.85
1_16_2013-03-29,32633.81
1_16_2013-04-05,19874.3
1_16_2013-04-12,24017.03
1_16_2013-04-19,24017.03
1_16_2013-04-26,6108.82
1_16_2013-05-03,6108.82
1_16_2013-05-10,13415.51
1_16_2013-05-17,14646.37
1_16_2013-05-24,22880.3
1_16_2013-05-31,6108.82
1_16_2013-06-07,14734.64
1_16_2013-06-14,21677.85
1_16_2013-06-21,11320.41
1_16_2013-06-28,20035.26
1_16_2013-07-05,11320.41
1_16_2013-07-12,22880.3
1_16_2013-07-19,14734.64
1_16_2013-07-26,6108.82
1_17_2012-11-02,6936.35
1_17_2012-11-09,7316.53
1_17_2012-11-16,11553.98
1_17_2012-11-23,12329.5
1_17_2012-11-30,7868.25
1_17_2012-12-07,7468.47
1_17_2012-12-14,7323.66
1_17_2012-12-21,6936.35
1_17_2012-12-28,10619.45
1_17_2013-01-04,11684.73
1_17_2013-01-11,11684.73
1_17_2013-01-18,7323.66
1_17_2013-01-25,7237.41
1_17_2013-02-01,11187.42
1_17_2013-02-08,7809.58
1_17_2013-02-15,7809.58
1_17_2013-02-22,10461.07
1_17_2013-03-01,11553.98
1_17_2013-03-08,11642.24
1_17_2013-03-15,6936.35
1_17_2013-03-22,8053.74
1_17_2013-03-29,11553.98
1_17_2013-04-05,7316.53
1_17_2013-04-12,18463.27
1_17_2013-04-19,18463.27
1_17_2013-04-26,7237.41
1_17_2013-05-03,18463.27
1_17_2013-05-10,7143.59
1_17_2013-05-17,7075.73
1_17_2013-05-24,6676.87
1_17_2013-05-31,18463.27
1_17_2013-06-07,7155.75
1_17_2013-06-14,8053.74
1_17_2013-06-21,7386.64
1_17_2013-06-28,7195.7
1_17_2013-07-05,7386.64
1_17_2013-07-12,6676.87
1_17_2013-07-19,7155.75
1_17_2013-07-26,7237.41
1_18_2012-11-02,4.58
1_18_2012-11-09,10170.41
1_18_2012-11-16,1126.04
1_18_2012-11-23,1.97
1_18_2012-11-30,4.68
1_18_2012-12-07,4.97
1_18_2012-12-14,1.97
1_18_2012-12-21,4.58
1_18_2012-12-28,21444.65
1_18_2013-01-04,1700.85
1_18_2013-01-11,1700.85
1_18_2013-01-18,1.97
1_18_2013-01-25,10569.09
1_18_2013-02-01,12687.47
1_18_2013-02-08,1316.04
1_18_2013-02-15,-1.27
1_18_2013-02-22,-1.27
1_18_2013-03-01,1126.04
1_18_2013-03-08,0.2
1_18_2013-03-15,1.97
1_18_2013-03-22,12687.47
1_18_2013-03-29,1126.04
1_18_2013-04-05,10170.41
1_18_2013-04-12,1468.65
1_18_2013-04-19,17934.28
1_18_2013-04-26,10569.09
1_18_2013-05-03,17934.28
1_18_2013-05-10,14159.67
1_18_2013-05-17,-1.27
1_18_2013-05-24,3667.66
1_18_2013-06-07,33932.27
1_18_2013-07-05,14283.73
1_19_2012-11-02,1192.58
1_19_2012-11-09,1195.29
1_19_2012-11-16,1174.7
1_19_2012-11-23,1040.98
1_19_2012-11-30,1162.5
1_19_2012-12-07,1174.7
1_19_2012-12-14,1036.21
1_19_2012-12-21,1192.58
1_19_2012-12-28,607.22
1_19_2013-01-04,607.22
1_19_2013-01-11,607.22
1_19_2013-01-18,1036.21
1_19_2013-01-25,1247.56
1_19_2013-02-01,1016.28
1_19_2013-02-08,1175.9
1_19_2013-02-15,1175.9
1_19_2013-02-22,900.06
1_19_2013-03-01,1514.62
1_19_2013-03-08,1057.43
1_19_2013-03-15,1036.21
1_19_2013-03-22,1195.29
1_19_2013-03-29,1514.62
1_19_2013-04-05,875.56
1_19_2013-04-12,1904.53
1_19_2013-04-19,1640.81
1_19_2013-04-26,1247.56
1_19_2013-05-03,1640.81
1_19_2013-05-10,1015.46
1_19_2013-05-17,1195.29
1_19_2013-05-24,1003.66
1_19_2013-05-31,1640.81
1_19_2013-06-07,1040.98
1_19_2013-06-14,1195.29
1_19_2013-06-21,1003.66
1_19_2013-06-28,1192.39
1_19_2013-07-05,1003.66
1_19_2013-07-12,1003.66
1_19_2013-07-19,1040.98
1_19_2013-07-26,1247.56
1_20_2012-11-02,3449.45
1_20_2012-11-09,3114.01
1_20_2012-11-16,4943.11
1_20_2012-11-23,4847.43
1_20_2012-11-30,3126.49
1_20_2012-12-07,3452.67
1_20_2012-12-14,3640.07
1_20_2012-12-21,3449.45
1_20_2012-12-28,3246.33
1_20_2013-01-04,3246.33
1_20_2013-01-11,3246.33
1_20_2013-01-18,3640.07
1_20_2013-01-25,2680.53
1_20_2013-02-01,3810.16
1_20_2013-02-08,4206.91
1_20_2013-02-15,4206.91
1_20_2013-02-22,4602.26
1_20_2013-03-01,4418.12
1_20_2013-03-08,3619.16
1_20_2013-03-15,3449.45
1_20_2013-03-22,3868.02
1_20_2013-03-29,3868.02
1_20_2013-04-05,3114.01
1_20_2013-04-12,3937.59
1_20_2013-04-19,2680.53
1_20_2013-04-26,3364.8
1_20_2013-05-03,2680.53
1_20_2013-05-10,2690.25
1_20_2013-05-17,3548.56
1_20_2013-05-24,3737.06
1_20_2013-05-31,2680.53
1_20_2013-06-07,3200.54
1_20_2013-06-14,3868.02
1_20_2013-06-21,3737.06
1_20_2013-06-28,3980.4
1_20_2013-07-05,3737.06
1_20_2013-07-12,3737.06
1_20_2013-07-19,3200.54
1_20_2013-07-26,2680.53
1_21_2012-11-02,7120.67
1_21_2012-11-09,10083.36
1_21_2012-11-16,7309.95
1_21_2012-11-23,10158.02
1_21_2012-11-30,6508.01
1_21_2012-12-07,6965.28
1_21_2012-12-14,6872.63
1_21_2012-12-21,7120.67
1_21_2012-12-28,7154.5
1_21_2013-01-04,7090.86
1_21_2013-01-11,7090.86
1_21_2013-01-18,6872.63
1_21_2013-01-25,6843.13
1_21_2013-02-01,6371.95
1_21_2013-02-08,6393.77
1_21_2013-02-15,6393.77
1_21_2013-02-22,6393.77
1_21_2013-03-01,7120.67
1_21_2013-03-08,10855.44
1_21_2013-03-15,6872.63
1_21_2013-03-22,10083.36
1_21_2013-03-29,10083.36
1_21_2013-04-05,10083.36
1_21_2013-04-12,13551.98
1_21_2013-04-19,13551.98
1_21_2013-04-26,6843.13
1_21_2013-05-03,13551.98
1_21_2013-05-10,6965.28
1_21_2013-05-17,6752.85
1_21_2013-05-24,6717.31
1_21_2013-05-31,13551.98
1_21_2013-06-07,6490.2
1_21_2013-06-14,10083.36
1_21_2013-06-21,6717.31
1_21_2013-06-28,6182.36
1_21_2013-07-05,6371.95
1_21_2013-07-12,6717.31
1_21_2013-07-19,6490.2
1_21_2013-07-26,6843.13
1_22_2012-11-02,5901.71
1_22_2012-11-09,6382.12
1_22_2012-11-16,11076.38
1_22_2012-11-23,16590.12
1_22_2012-11-30,6068.54
1_22_2012-12-07,6364.81
1_22_2012-12-14,6176.87
1_22_2012-12-21,5901.71
1_22_2012-12-28,10671.89
1_22_2013-01-04,10815.19
1_22_2013-01-11,10815.19
1_22_2013-01-18,6176.87
1_22_2013-01-25,5593.64
1_22_2013-02-01,11402.9
1_22_2013-02-08,5742.4
1_22_2013-02-15,5742.4
1_22_2013-02-22,11817.34
1_22_2013-03-01,11076.38
1_22_2013-03-08,6332.62
1_22_2013-03-15,5901.71
1_22_2013-03-22,6382.12
1_22_2013-03-29,11076.38
1_22_2013-04-05,6596.53
1_22_2013-04-12,16590.12
1_22_2013-04-19,16590.12
1_22_2013-04-26,5593.64
1_22_2013-05-03,16590.12
1_22_2013-05-10,5663.49
1_22_2013-05-17,5462.99
1_22_2013-05-24,5764.52
1_22_2013-05-31,16590.12
1_22_2013-06-07,6008.22
1_22_2013-06-14,6382.12
1_22_2013-06-21,5881.8
1_22_2013-06-28,6767.52
1_22_2013-07-05,5881.8
1_22_2013-07-12,5764.52
1_22_2013-07-19,6008.22
1_22_2013-07-26,5593.64
1_23_2012-11-02,19478.62
1_23_2012-11-09,21318.68
1_23_2012-11-16,21179.12
1_23_2012-11-23,23036.0
1_23_2012-11-30,17587.72
1_23_2012-12-07,18435.16
1_23_2012-12-14,13738.46
1_23_2012-12-21,19478.62
1_23_2012-12-28,17203.25
1_23_2013-01-04,15395.96
1_23_2013-01-11,15395.96
1_23_2013-01-18,13738.46
1_23_2013-01-25,13690.78
1_23_2013-02-01,18105.68
1_23_2013-02-08,18537.41
1_23_2013-02-15,18537.41
1_23_2013-02-22,22566.41
1_23_2013-03-01,21179.12
1_23_2013-03-08,19261.99
1_23_2013-03-15,13738.46
1_23_2013-03-22,21599.34
1_23_2013-03-29,21179.12
1_23_2013-04-05,20374.68
1_23_2013-04-12,13738.46
1_23_2013-04-19,18400.73
1_23_2013-04-26,13690.78
1_23_2013-05-03,13690.78
1_23_2013-05-10,15702.02
1_23_2013-05-17,14172.52
1_23_2013-05-24,18326.49
1_23_2013-05-31,13690.78
1_23_2013-06-07,14731.92
1_23_2013-06-14,21599.34
1_23_2013-06-21,17406.85
1_23_2013-06-28,17406.85
1_23_2013-07-05,18105.68
1_23_2013-07-12,18326.49
1_23_2013-07-19,14731.92
1_23_2013-07-26,13690.78
1_24_2012-11-02,4449.04
1_24_2012-11-09,4671.82
1_24_2012-11-16,3810.35
1_24_2012-11-23,10847.14
1_24_2012-11-30,3328.23
1_24_2012-12-07,16785.62
1_24_2012-12-14,3119.12
1_24_2012-12-21,4449.04
1_24_2012-12-28,4539.89
1_24_2013-01-04,3087.45
1_24_2013-01-11,3087.45
1_24_2013-01-18,3119.12
1_24_2013-01-25,3534.93
1_24_2013-02-01,5974.25
1_24_2013-02-08,13181.63
1_24_2013-02-15,13181.63
1_24_2013-02-22,13181.63
1_24_2013-03-01,4449.04
1_24_2013-03-08,11274.48
1_24_2013-03-15,3119.12
1_24_2013-03-22,4671.82
1_24_2013-03-29,5401.75
1_24_2013-04-05,5345.89
